"","Year","TFR_female","State","TFR_male","TFR_adj","HDI","HLI_male","HLI_female","LE_male","LE_female","lag_HDI","lag_HLI_female","lag_HLI_male","lag_LE_female","lag_LE_male","lag_HDI2","lag_HLI_female2","lag_HLI_male2","lag_LE_female2","lag_LE_male2","Division"
"99",2017,1.8725,"Indiana",NA,NA,0.91,67.9691136207914,74.5505974205058,74.15,79.49,0.908,74.5737098635458,68.3923060201167,79.77,74.4,0.824464,5561.2382028123,4677.50752274929,6363.2529,5535.36,"Midwest"
"100",2018,1.8535,"Indiana",NA,NA,0.913,68.7172525553989,74.9134597525904,74.59,79.65,0.91,74.5505974205058,67.9691136207914,79.49,74.15,0.8281,5557.79157575432,4619.80040639605,6318.6601,5498.2225,"Midwest"
"101",1969,2.49923014061423,"Iowa",2.85095341870958,2.69339850306574,NA,58.4547347012788,67.6286767774967,68.76,76.51,NA,67.4464025868662,58.2212356580597,76.08,68.57,NA,4549.01722190963,3389.71228155132,5788.1664,4701.8449,"Midwest"
"102",1970,2.45146129997914,"Iowa",2.76542315983747,2.63194353630109,NA,58.7166873590387,67.431404626876,68.92,76.39,NA,67.6286767774967,58.4547347012788,76.51,68.76,NA,4573.63792267512,3416.95600899689,5853.7801,4727.9376,"Midwest"
"103",1971,2.22056863199652,"Iowa",2.47179215036241,2.50128297547752,NA,59.3000091696165,68.7059692852886,68.97,76.75,NA,67.431404626876,58.7166873590387,76.39,68.92,NA,4546.99432995347,3447.64937441909,5835.4321,4749.9664,"Midwest"
"104",1972,1.95025718991072,"Iowa",2.15336995364823,2.22468595136594,NA,60.1074597054125,68.4239470089936,69.24,76.87,NA,68.7059692852886,59.3000091696165,76.75,68.97,NA,4720.51021543102,3516.4910875166,5890.5625,4756.8609,"Midwest"
"105",1973,1.8022696465723,"Iowa",1.97078973785713,2.03925948005078,NA,60.1296892892343,70.1416323415679,69.39,77.31,NA,68.4239470089936,60.1074597054125,76.87,69.24,NA,4681.83652428957,3612.90671223779,5908.9969,4794.1776,"Midwest"
"106",1974,1.79850516110593,"Iowa",1.95760910231171,2.03348413597057,NA,61.3874843762964,70.1344946629152,69.84,77.63,NA,70.1416323415679,60.1296892892343,77.31,69.39,NA,4919.84858753969,3615.57953401986,5976.8361,4814.9721,"Midwest"
"107",1975,1.79729852205635,"Iowa",1.94325237176931,2.02881889026664,NA,62.3304295214751,70.6307056601552,70.34,78.06,NA,70.1344946629152,61.3874843762964,77.63,69.84,NA,4918.84734162249,3768.42323805003,6026.4169,4877.6256,"Midwest"
"108",1976,1.76935081168269,"Iowa",1.9053772446552,1.99799683567475,NA,62.1451197651201,70.9651248692803,70.59,78.32,NA,70.6307056601552,62.3304295214751,78.06,70.34,NA,4988.69658205148,3885.08244433158,6093.3636,4947.7156,"Midwest"
"109",1977,1.87403070439258,"Iowa",2.0051520531649,2.10526461445347,NA,62.9976400768922,72.7003274380035,71.23,79.3,NA,70.9651248692803,62.1451197651201,78.32,70.59,NA,5036.04894771255,3862.01591062112,6134.0224,4982.9481,"Midwest"
"110",1978,1.83627685147095,"Iowa",1.94985932746708,2.02247220258743,NA,63.2098111250137,72.1413680378526,71.29,78.94,NA,72.7003274380035,62.9976400768922,79.3,71.23,NA,5285.33760959292,3968.70265525765,6288.49,5073.7129,"Midwest"
"111",1979,1.90631473778424,"Iowa",2.0162277163351,2.0702055734209,NA,64.2978082813186,73.5380990866578,71.83,79.54,NA,72.1413680378526,63.2098111250137,78.94,71.29,NA,5204.3769823729,3995.48022245991,6231.5236,5082.2641,"Midwest"
"112",1980,1.9352380410421,"Iowa",2.0365701436485,2.11751054525202,NA,63.5649770657872,73.7835411053547,71.76,79.77,NA,73.5380990866578,64.2978082813186,79.54,71.83,NA,5407.85201727909,4134.20814978121,6326.6116,5159.5489,"Midwest"
"113",1981,1.87250305874779,"Iowa",1.96271023230779,2.10144682879603,NA,65.7513736491182,73.4190075443031,72.45,79.6,NA,73.7835411053547,63.5649770657872,79.77,71.76,NA,5444.01093804556,4040.50630937405,6363.2529,5149.4976,"Midwest"
"114",1982,1.84701479664066,"Iowa",1.92669844017144,2.09470599263615,NA,65.5541679394266,74.1692112332143,72.49,80.04,NA,73.4190075443031,65.7513736491182,79.6,72.45,NA,5390.35066879043,4323.24313674596,6336.16,5249.0025,"Midwest"
"115",1983,1.80850272963617,"Iowa",1.87455254994926,2.01804271401604,NA,65.9131569759988,74.7734577798073,72.52,79.94,NA,74.1692112332143,65.5541679394266,80.04,72.49,NA,5501.07189495717,4297.34893423055,6406.4016,5254.8001,"Midwest"
"116",1984,1.8046187903327,"Iowa",1.85714497092263,1.97129448094529,NA,66.7699276382827,74.7199399124679,73.08,80.12,NA,74.7734577798073,65.9131569759988,79.94,72.52,NA,5591.06998834863,4344.54426254266,6390.4036,5259.1504,"Midwest"
"117",1985,1.80301479923794,"Iowa",1.84375283312876,1.93990601504374,NA,66.7486447230737,73.6489713290256,72.97,79.66,NA,74.7199399124679,66.7699276382827,80.12,73.08,NA,5583.06942052282,4458.22323682151,6419.2144,5340.6864,"Midwest"
"118",1986,1.74472390313412,"Iowa",1.77219367349145,1.85838424160022,NA,66.8752291227436,75.2254765372515,73.29,80.32,NA,73.6489713290256,66.7486447230737,79.66,72.97,NA,5424.17097782363,4455.38157236712,6345.7156,5324.6209,"Midwest"
"119",1987,1.74415642728704,"Iowa",1.76108983658413,1.82810870143205,NA,67.1601051014606,74.417479189527,73.27,80.17,NA,75.2254765372515,66.8752291227436,80.32,73.29,NA,5658.87232025657,4472.29627021946,6451.3024,5371.4241,"Midwest"
"120",1988,1.79338544998929,"Iowa",1.80050415331827,1.85809964215711,NA,66.7586305092811,75.0719977548001,73.25,80.22,NA,74.417479189527,67.1601051014606,80.17,73.27,NA,5537.96120892369,4510.47971723924,6427.2289,5368.4929,"Midwest"
"121",1989,1.87878246010582,"Iowa",1.87720578399359,1.93658260472314,NA,67.4033910664739,74.8684632052655,73.69,80.28,NA,75.0719977548001,66.7586305092811,80.22,73.25,NA,5635.80484689671,4456.71474747472,6435.2484,5365.5625,"Midwest"
"122",1990,1.92462425266221,"Iowa",1.91569175396191,2.01685634838511,0.88,67.692249195866,75.9633555398397,74.05,80.85,NA,74.8684632052655,67.4033910664739,80.28,73.69,NA,5605.28678271819,4543.21712726002,6444.8784,5430.2161,"Midwest"
"123",1991,1.92170278419733,"Iowa",1.90138039001401,2.08718044452369,0.881,67.7176530712464,75.5227822086602,73.99,80.55,0.88,75.9633555398397,67.692249195866,80.85,74.05,0.7744,5770.43138487209,4582.24060119522,6536.7225,5483.4025,"Midwest"
"124",1992,1.90914534892627,"Iowa",1.87893338559687,2.14435033754788,0.885,68.5452182356577,75.8105482887728,74.57,80.97,0.881,75.5227822086602,67.7176530712464,80.55,73.99,0.776161,5703.69063253672,4585.68053747769,6488.3025,5474.5201,"Midwest"
"125",1993,1.89466082775589,"Iowa",1.85964281517108,2.18024868386011,0.888,68.4115387898637,76.3577606924863,74.33,80.69,0.885,75.8105482887728,68.5452182356577,80.97,74.57,0.783225,5747.23923184435,4698.44694297394,6556.1409,5560.6849,"Midwest"
"126",1994,1.87293917099271,"Iowa",1.83282572150618,2.10499548346365,0.892,67.8276939596276,76.3447188262321,74.18,80.82,0.888,76.3577606924863,68.4115387898637,80.69,74.33,0.788544,5830.507617971,4680.13863959703,6510.8761,5524.9489,"Midwest"
"127",1995,1.87430394511128,"Iowa",1.83140962114212,2.04333949609799,0.893,68.2307172205838,75.399325590568,74.5,80.56,0.892,76.3447188262321,67.8276939596276,80.82,74.18,0.795664,5828.51609265644,4600.5960678809,6531.8724,5502.6724,"Midwest"
"128",1996,1.90755812987107,"Iowa",1.8626894308075,2.01815240265015,0.895,69.1780214224341,75.7572791867037,74.86,80.65,0.893,75.399325590568,68.2307172205838,80.56,74.5,0.797449,5685.05829951249,4655.43077243527,6489.9136,5550.25,"Midwest"
"129",1997,1.89723809475399,"Iowa",1.85048696515622,1.99249030604824,0.896,69.6419902420736,76.9692020710907,75.11,81.07,0.895,75.7572791867037,69.1780214224341,80.65,74.86,0.801025,5739.16534977217,4785.59864792275,6504.4225,5604.0196,"Midwest"
"130",1998,1.94461261439705,"Iowa",1.89530732772497,2.05095674808262,0.899,69.8731507776807,76.1161524523069,75.26,80.77,0.896,76.9692020710907,69.6419902420736,81.07,75.11,0.802816,5924.25806746039,4850.00680487708,6572.3449,5641.5121,"Midwest"
"131",1999,1.97281746764132,"Iowa",1.91551413102071,2.09900974574209,0.893,70.5268135386231,76.4982740307814,75.53,80.72,0.899,76.1161524523069,69.8731507776807,80.77,75.26,0.808201,5793.66866414282,4882.25719960051,6523.7929,5664.0676,"Midwest"
"132",2000,2.03180371332416,"Iowa",1.97039031030707,2.19268755362626,0.897,70.1792057456655,76.3964915399885,75.62,80.88,0.893,76.4982740307814,70.5268135386231,80.72,75.53,0.797449,5851.98592968853,4974.03142791172,6515.7184,5704.7809,"Midwest"
"133",2001,2.01495575134765,"Iowa",1.95806430708188,2.202948253586,0.896,71.1739453776164,76.9350088694884,76.04,81.07,0.897,76.3964915399885,70.1792057456655,80.88,75.62,0.804609,5836.42391961953,4925.12091909245,6541.5744,5718.3844,"Midwest"
"134",2002,2.02918046569611,"Iowa",1.96831076010175,2.22112015353029,0.898,71.2713389324727,77.4575615405759,76.03,81.33,0.896,76.9350088694884,71.1739453776164,81.07,76.04,0.802816,5918.99558974825,5065.73050061592,6572.3449,5782.0816,"Midwest"
"135",2003,2.06531858318772,"Iowa",2.00787021925725,2.20525063735489,0.9,71.0008993085879,77.172869110754,76.06,81.13,0.898,77.4575615405759,71.2713389324727,81.33,76.03,0.806404,5999.67383981211,5079.6037532274,6614.5689,5780.5609,"Midwest"
"136",2004,2.07533576985863,"Iowa",2.02285601652859,2.2146076706614,0.906,72.211479687372,77.6615782540316,76.71,81.64,0.9,77.172869110754,71.0008993085879,81.13,76.06,0.81,5955.65172678557,5041.12770262824,6582.0769,5785.1236,"Midwest"
"137",2005,2.005,"Iowa",NA,NA,0.907,71.4414860011346,77.557957319587,76.45,81.39,0.906,77.6615782540316,72.211479687372,81.64,76.71,0.820836,6031.32073690708,5214.49779863974,6665.0896,5884.4241,"Midwest"
"138",2006,2.143,"Iowa",NA,NA,0.91,72.1602104377741,77.7035810778908,76.89,81.57,0.907,77.557957319587,71.4414860011346,81.39,76.45,0.822649,6015.23674358687,5103.88592205031,6624.3321,5844.6025,"Midwest"
"139",2007,2.1485,"Iowa",NA,NA,0.913,72.1434562000343,77.5354683255119,77.01,81.65,0.91,77.7035810778908,72.1602104377741,81.57,76.89,0.8281,6037.84651232834,5207.09597042385,6653.6649,5912.0721,"Midwest"
"140",2008,2.1085,"Iowa",NA,NA,0.913,71.9569751357308,76.8332977897845,76.65,81.31,0.913,77.5354683255119,72.1434562000343,81.65,77.01,0.833569,6011.74884845646,5204.67827248626,6666.7225,5930.5401,"Midwest"
"141",2009,2.0725,"Iowa",NA,NA,0.914,72.7736184877557,78.0140322950335,77.19,81.76,0.913,76.8332977897845,71.9569751357308,81.31,76.65,0.833569,5903.35564925371,5177.80627068419,6611.3161,5875.2225,"Midwest"
"142",2010,2.009,"Iowa",NA,NA,0.917,72.5090203595155,78.3510354370744,77.16,81.95,0.914,78.0140322950335,72.7736184877557,81.76,77.19,0.835396,6086.18923493054,5295.99954780142,6684.6976,5958.2961,"Midwest"
"143",2011,1.9725,"Iowa",NA,NA,0.92,72.4531109576583,78.293371115157,77.22,81.83,0.917,78.3510354370744,72.5090203595155,81.95,77.16,0.840889,6138.88475406169,5257.55803349664,6715.8025,5953.6656,"Midwest"
"144",2012,1.987,"Iowa",NA,NA,0.924,72.3393428729452,78.0799813839292,77.31,81.93,0.92,78.293371115157,72.4531109576583,81.83,77.22,0.8464,6129.8519605757,5249.45328744275,6696.1489,5962.9284,"Midwest"
"145",2013,1.998,"Iowa",NA,NA,0.925,73.0428738832568,78.3665297264026,77.17,81.98,0.924,78.0799813839292,72.3393428729452,81.93,77.31,0.853776,6096.48349291472,5232.98052728953,6712.5249,5976.8361,"Midwest"
"146",2014,2.019,"Iowa",NA,NA,0.928,72.8154858310206,77.9268661422715,77.26,81.85,0.925,78.3665297264026,73.0428738832568,81.98,77.17,0.855625,6141.31298135914,5335.26142512535,6720.7204,5955.2089,"Midwest"
"147",2015,2.006,"Iowa",NA,NA,0.929,73.3007491607878,77.9221146916037,77.33,81.74,0.928,77.9268661422715,72.8154858310206,81.85,77.26,0.861184,6072.5964667555,5302.09497680756,6699.4225,5969.1076,"Midwest"
"148",2016,1.9945,"Iowa",NA,NA,0.931,71.8299796536242,77.1417668934273,76.98,81.77,0.929,77.9221146916037,73.3007491607878,81.74,77.33,0.863041,6071.85595801144,5372.99982753274,6681.4276,5979.9289,"Midwest"
"149",2017,1.935,"Iowa",NA,NA,0.933,71.8397982511885,77.866502893554,76.82,81.69,0.931,77.1417668934273,71.8299796536242,81.77,76.98,0.866761,5950.85219943988,5159.54597704006,6686.3329,5925.9204,"Midwest"
"150",2018,1.8975,"Iowa",NA,NA,0.936,72.2249503233776,78.1043727190165,77.02,81.89,0.933,77.866502893554,71.8397982511885,81.69,76.82,0.870489,6063.19227287186,5160.95661277146,6673.2561,5901.3124,"Midwest"
"151",1969,2.32759727922546,"Kansas",2.50820511813861,2.44482072511308,NA,57.9748235349748,67.4081622494164,68.37,76.11,NA,67.3916909044417,57.9567875032927,76.21,68.52,NA,4541.64000295982,3358.98921770182,5807.9641,4694.9904,"Midwest"
"152",1970,2.34133253661236,"Kansas",2.50966775538548,2.45866495212968,NA,58.5476454988571,68.7265928578117,68.98,76.85,NA,67.4081622494164,57.9748235349748,76.11,68.37,NA,4543.86033784365,3361.08016391146,5792.7321,4674.4569,"Midwest"
"153",1971,2.15907162698007,"Kansas",2.28627999361097,2.34669262414273,NA,58.5815180362565,67.9311512725638,69.05,76.58,NA,68.7265928578117,58.5476454988571,76.85,68.98,NA,4723.34456584341,3427.82679345984,5905.9225,4758.2404,"Midwest"
"154",1972,1.92986378073531,"Kansas",2.03663484571501,2.15936973752022,NA,60.2626731494939,67.5470753685295,69.27,76.78,NA,67.9311512725638,58.5815180362565,76.58,69.05,NA,4614.64131321595,3431.79425543225,5864.4964,4767.9025,"Midwest"
"155",1973,1.81379842250464,"Kansas",1.91218526507509,2.02459965977374,NA,60.4560201493495,68.8399196404624,69.38,76.91,NA,67.5470753685295,60.2626731494939,76.78,69.27,NA,4562.60739084181,3631.58977512273,5895.1684,4798.3329,"Midwest"
"156",1974,1.810337555596,"Kansas",1.90334614246082,1.9892024884506,NA,60.3786079236504,68.9826908649251,69.63,77.34,NA,68.8399196404624,60.4560201493495,76.91,69.38,NA,4738.93453610533,3654.93037229855,5915.1481,4813.5844,"Midwest"
"157",1975,1.80683796288654,"Kansas",1.89471325408835,1.9615734964664,NA,61.4906988947159,70.2167816247836,70.23,77.72,NA,68.9826908649251,60.3786079236504,77.34,69.63,NA,4758.61163896582,3645.5762947979,5981.4756,4848.3369,"Midwest"
"158",1976,1.8473084567068,"Kansas",1.92284420163688,1.99272201877063,NA,62.0731688198973,70.0169143046037,70.61,77.94,NA,70.2167816247836,61.4906988947159,77.72,70.23,NA,4930.39642174255,3781.10605056061,6040.3984,4932.2529,"Midwest"
"159",1977,1.88688832175322,"Kansas",1.96066208619945,2.04945728370691,NA,62.0701325045656,70.9008424366669,70.72,78.37,NA,70.0169143046037,62.0731688198973,77.94,70.61,NA,4902.36828873822,3853.07828734347,6074.6436,4985.7721,"Midwest"
"160",1978,1.83776744778923,"Kansas",1.90335400121245,1.99802981268191,NA,63.2248871955152,70.9802277217591,71.14,78.33,NA,70.9008424366669,62.0701325045656,78.37,70.72,NA,5026.92945822906,3852.70134913433,6141.8569,5001.3184,"Midwest"
"161",1979,1.9201119574918,"Kansas",1.97999691195327,2.0730250238714,NA,64.0041901730488,71.9992044037046,71.63,79,NA,70.9802277217591,63.2248871955152,78.33,71.14,NA,5038.19272743277,3997.38636088563,6135.5889,5060.8996,"Midwest"
"162",1980,1.97588767887064,"Kansas",2.02072660620148,2.08632995934279,NA,63.8207248737654,72.7793073524235,71.41,78.92,NA,71.9992044037046,64.0041901730488,79,71.63,NA,5183.88543476644,4096.5363597078,6241,5130.8569,"Midwest"
"163",1981,1.98787002388511,"Kansas",2.01880664235521,2.08161795663092,NA,64.0615824165001,72.2845622065979,71.76,79.03,NA,72.7793073524235,63.8207248737654,78.92,71.41,NA,5296.82757869853,4073.08492341285,6228.3664,5099.3881,"Midwest"
"164",1982,1.96613223268916,"Kansas",1.9769751629479,2.10340697783935,NA,65.1439348254586,72.85278048408,72.16,79.25,NA,72.2845622065979,64.0615824165001,79.03,71.76,NA,5225.05793339953,4103.88634170604,6245.7409,5149.4976,"Midwest"
"165",1983,1.94835320760208,"Kansas",1.9422303384429,2.12272419728277,NA,65.1061412594251,73.4438712514349,72.19,79.48,NA,72.85278048408,65.1439348254586,79.25,72.16,NA,5307.52762426155,4243.7322445436,6280.5625,5207.0656,"Midwest"
"166",1984,1.9492568403964,"Kansas",1.92929960597475,2.09632824371746,NA,65.3344426891252,73.3529331672701,72.32,79.35,NA,73.4438712514349,65.1061412594251,79.48,72.19,NA,5394.00222439735,4238.80962969221,6317.0704,5211.3961,"Midwest"
"167",1985,1.95997725699263,"Kansas",1.92319940033172,2.08165866793996,NA,65.9674939874764,73.5785824441356,72.71,79.49,NA,73.3529331672701,65.3344426891252,79.35,72.32,NA,5380.65280424199,4268.58940149859,6296.4225,5230.1824,"Midwest"
"168",1986,1.96663047928903,"Kansas",1.91801696206527,2.1111297910864,NA,66.0215321239142,73.9807710156249,72.72,79.61,NA,73.5785824441356,65.9674939874764,79.49,72.71,NA,5413.80779448846,4351.71026298774,6318.6601,5286.7441,"Midwest"
"169",1987,1.95227789325936,"Kansas",1.89068984536263,2.13757404969978,NA,66.1184910150945,74.2124522734765,73,79.91,NA,73.9807710156249,66.0215321239142,79.61,72.72,NA,5473.15448006632,4358.84270398903,6337.7521,5288.1984,"Midwest"
"170",1988,1.99595831897909,"Kansas",1.92787518045254,2.14566899568293,NA,66.5823224664659,74.517948608278,72.95,79.57,NA,74.2124522734765,66.1184910150945,79.91,73,NA,5507.48807244303,4371.65485411313,6385.6081,5329,"Midwest"
"171",1989,2.02896900700003,"Kansas",1.95177675017218,2.10079079730413,NA,66.9449936399679,74.1391132034196,73.53,79.77,NA,74.517948608278,66.5823224664659,79.57,72.95,NA,5552.92466478596,4433.20566502845,6331.3849,5321.7025,"Midwest"
"172",1990,2.08012227183628,"Kansas",1.98426617131205,2.11537629773501,0.884,67.0352398677517,74.9233997302842,73.49,80.3,NA,74.1391132034196,66.9449936399679,79.77,73.53,NA,5496.60810658947,4481.63217345535,6363.2529,5406.6609,"Midwest"
"173",1991,2.03729093518784,"Kansas",1.92999091994553,2.10087831765025,0.885,66.3546871968681,74.4907749708997,73.31,80.06,0.884,74.9233997302842,67.0352398677517,80.3,73.49,0.781456,5613.51582714395,4493.723384127,6448.09,5400.7801,"Midwest"
"174",1992,2.05944340081747,"Kansas",1.94668372742402,2.23356586493527,0.888,67.4131033611807,74.5538651639552,73.99,80.31,0.885,74.4907749708997,66.3546871968681,80.06,73.31,0.783225,5548.87555576522,4402.94451299421,6409.6036,5374.3561,"Midwest"
"175",1993,2.03988228455745,"Kansas",1.92372867624413,2.32419139549228,0.892,67.318108011812,73.9114836136773,73.63,79.84,0.888,74.5538651639552,67.4131033611807,80.31,73.99,0.788544,5558.27881088521,4544.52650478523,6449.6961,5474.5201,"Midwest"
"176",1994,2.04613431405561,"Kansas",1.93046909440923,2.36800902194766,0.894,67.6798765738361,74.9820265187925,73.96,80.09,0.892,73.9114836136773,67.318108011812,79.84,73.63,0.795664,5462.90740997489,4531.72766628999,6374.4256,5421.3769,"Midwest"
"177",1995,2.04343148191249,"Kansas",1.93748063341788,2.29028506895804,0.895,68.1496368259123,75.012100175828,73.96,79.98,0.894,74.9820265187925,67.6798765738361,80.09,73.96,0.799236,5622.3043008649,4580.56569304968,6414.4081,5470.0816,"Midwest"
"178",1996,2.02105558398956,"Kansas",1.92703933779905,2.19903438652174,0.897,67.5051951873483,74.3693201059633,73.98,79.87,0.895,75.012100175828,68.1496368259123,79.98,73.96,0.801025,5626.81517278845,4644.37299950375,6396.8004,5470.0816,"Midwest"
"179",1997,2.06014457307388,"Kansas",1.96841377219484,2.20656814092945,0.898,68.1976522880467,75.4525419091864,74.22,80.4,0.897,74.3693201059633,67.5051951873483,79.87,73.98,0.804609,5530.79577302323,4556.951377282,6379.2169,5473.0404,"Midwest"
"180",1998,2.12491043389047,"Kansas",2.02956491173931,2.26460196740622,0.901,68.6217777294341,75.1429149498131,74.4,80.17,0.898,75.4525419091864,68.1976522880467,80.4,74.22,0.806404,5693.08608055753,4650.91977760132,6464.16,5508.6084,"Midwest"
"181",1999,2.14610763541329,"Kansas",2.04986078667373,2.29351013686605,0.895,68.5854233399437,74.9627615916756,74.54,79.84,0.901,75.1429149498131,68.6217777294341,80.17,74.4,0.811801,5646.45766715485,4708.94837874786,6427.2289,5535.36,"Midwest"
"182",2000,2.20257849437137,"Kansas",2.10880098818071,2.38380660444339,0.897,69.272678400285,74.985189659596,74.86,79.86,0.895,74.9627615916756,68.5854233399437,79.84,74.54,0.801025,5619.41562545039,4703.96029471929,6374.4256,5556.2116,"Midwest"
"183",2001,2.16505587610576,"Kansas",2.08553307169298,2.41237671950385,0.897,68.6700626257151,75.0975158287955,74.7,79.92,0.897,74.985189659596,69.272678400285,79.86,74.86,0.804609,5622.77866828559,4798.70397274932,6377.6196,5604.0196,"Midwest"
"184",2002,2.19017658014938,"Kansas",2.12940595346528,2.43968346543735,0.897,69.1428836312913,74.7161990406631,74.84,79.78,0.897,75.0975158287955,68.6700626257151,79.92,74.7,0.804609,5639.63688365619,4715.57750101963,6387.2064,5580.09,"Midwest"
"185",2003,2.19418472861732,"Kansas",2.14473104607677,2.37377743146567,0.898,69.4853420770545,75.6744777384634,75.24,80.1,0.897,74.7161990406631,69.1428836312913,79.78,74.84,0.804609,5582.51039908398,4780.73835685029,6364.8484,5601.0256,"Midwest"
"186",2004,2.1991166525107,"Kansas",2.15769367811963,2.37881330022948,0.899,69.50810748613,75.5143606688056,75.55,80.32,0.898,75.6744777384634,69.4853420770545,80.1,75.24,0.806404,5726.62658098919,4828.21276356527,6416.01,5661.0576,"Midwest"
"187",2005,2.136,"Kansas",NA,NA,0.9,69.4649615488399,75.1353952289844,75.31,80.19,0.899,75.5143606688056,69.50810748613,80.32,75.55,0.808201,5702.41866721846,4831.37700630341,6451.3024,5707.8025,"Midwest"
"188",2006,2.2275,"Kansas",NA,NA,0.905,69.6844254001103,75.262460237775,75.59,80.19,0.9,75.1353952289844,69.4649615488399,80.19,75.31,0.81,5645.32761621569,4825.3808829818,6430.4361,5671.5961,"Midwest"
"189",2007,2.2715,"Kansas",NA,NA,0.909,69.6037634528592,75.373931718052,75.8,80.54,0.905,75.262460237775,69.6844254001103,80.19,75.59,0.819025,5664.43792104267,4855.91914334354,6430.4361,5713.8481,"Midwest"
"190",2008,2.2465,"Kansas",NA,NA,0.91,69.7874878139159,75.5664285978505,75.67,80.52,0.909,75.373931718052,69.6037634528592,80.54,75.8,0.826281,5681.22958263757,4844.68388680158,6486.6916,5745.64,"Midwest"
"191",2009,2.192,"Kansas",NA,NA,0.91,70.5313279848666,75.8617413208814,76.16,80.87,0.91,75.5664285978505,69.7874878139159,80.52,75.67,0.8281,5710.28513103404,4870.29345537746,6483.4704,5725.9489,"Midwest"
"192",2010,2.157,"Kansas",NA,NA,0.913,70.3370507701517,76.8130050249555,75.96,81.2,0.91,75.8617413208814,70.5313279848666,80.87,76.16,0.8281,5755.00379623633,4974.66822730883,6539.9569,5800.3456,"Midwest"
"193",2011,2.091,"Kansas",NA,NA,0.916,70.8373792968767,76.4468748855314,76.27,80.84,0.913,76.8130050249555,70.3370507701517,81.2,75.96,0.833569,5900.23774096383,4947.3007110429,6593.44,5769.9216,"Midwest"
"194",2012,2.1175,"Kansas",NA,NA,0.918,70.7786692019066,76.386994295787,76.26,80.95,0.916,76.4468748855314,70.8373792968767,80.84,76.27,0.839056,5844.12467976409,5017.93430564958,6535.1056,5817.1129,"Midwest"
"195",2013,2.0405,"Kansas",NA,NA,0.919,70.9894537068012,76.3303692458396,76.48,80.94,0.918,76.386994295787,70.7786692019066,80.95,76.26,0.842724,5834.97289754459,5009.62001399292,6552.9025,5815.5876,"Midwest"
"196",2014,2.053,"Kansas",NA,NA,0.921,71.0832250265377,76.4464880539379,76.29,81.08,0.919,76.3303692458396,70.9894537068012,80.94,76.48,0.844561,5826.32526920622,5039.50253759007,6551.2836,5849.1904,"Midwest"
"197",2015,2.053,"Kansas",NA,NA,0.921,70.764924874923,76.549587906731,76.21,80.75,0.921,76.4464880539379,71.0832250265377,81.08,76.29,0.848241,5844.06553578087,5052.82488017339,6573.9664,5820.1641,"Midwest"
"198",2016,2.0005,"Kansas",NA,NA,0.923,71.1477826155326,76.5133120099634,76.35,80.94,0.921,76.549587906731,70.764924874923,80.75,76.21,0.848241,5859.83940869034,5007.6745925535,6520.5625,5807.9641,"Midwest"
"199",2017,1.9265,"Kansas",NA,NA,0.925,70.4525816994949,76.495322203355,75.92,80.86,0.923,76.5133120099634,71.1477826155326,80.94,76.35,0.851929,5854.28691473401,5062.00697110708,6551.2836,5829.3225,"Midwest"
"200",2018,1.915,"Kansas",NA,NA,0.928,70.4750474025957,75.929797954153,75.99,80.67,0.925,76.495322203355,70.4525816994949,80.86,75.92,0.855625,5851.5343189951,4963.56626812401,6538.3396,5763.8464,"Midwest"
"201",1969,2.52284308083703,"Michigan",2.89192523536412,2.61674795687874,NA,56.1579116718752,64.9369956380357,66.86,74.26,NA,64.4824151013716,56.0335342922816,73.84,66.73,NA,4157.9818573056,3139.7569652843,5452.3456,4452.8929,"Midwest"
"202",1970,2.53669207315787,"Michigan",2.88278686652972,2.6307312421716,NA,56.7664436447554,64.898014492751,67.21,74.49,NA,64.9369956380357,56.1579116718752,74.26,66.86,NA,4216.81340249426,3153.71104334614,5514.5476,4470.2596,"Midwest"
"203",1971,2.33541706269859,"Michigan",2.63550987177831,2.46050658477202,NA,56.9459431200288,65.8918990184071,67.2,74.77,NA,64.898014492751,56.7664436447554,74.49,67.21,NA,4211.75228510132,3222.42912407319,5548.7601,4517.1841,"Midwest"
"204",1972,2.04405041089719,"Michigan",2.29568089911226,2.20425331286136,NA,57.7188245064045,66.3885365201551,67.29,74.84,NA,65.8918990184071,56.9459431200288,74.77,67.2,NA,4341.74235625195,3242.84043782956,5590.5529,4515.84,"Midwest"
"205",1973,1.9074060324398,"Michigan",2.13189800743246,2.12837872423455,NA,57.4898681587458,66.3510061686606,67.35,74.97,NA,66.3885365201551,57.7188245064045,74.84,67.29,NA,4407.43778128797,3331.46270240112,5601.0256,4527.9441,"Midwest"
"206",1974,1.81121200762306,"Michigan",2.01908210501897,2.07620116600875,NA,58.162432992607,67.3110152199908,67.94,75.6,NA,66.3510061686606,57.4898681587458,74.97,67.35,NA,4402.45601959364,3305.08494090997,5620.5009,4536.0225,"Midwest"
"207",1975,1.73078673973752,"Michigan",1.92310828458366,1.97878013354175,NA,59.2575621223403,67.7942199774863,68.46,76.04,NA,67.3110152199908,58.162432992607,75.6,67.94,NA,4530.77276994584,3382.86861161949,5715.36,4615.8436,"Midwest"
"208",1976,1.66544656000243,"Michigan",1.8425794949711,1.89363411345523,NA,60.207084350118,68.2344383291948,68.77,76.18,NA,67.7942199774863,59.2575621223403,76.04,68.46,NA,4596.05626235581,3511.45866868302,5782.0816,4686.7716,"Midwest"
