"","Year","TFR_female","State","TFR_male","TFR_adj","HDI","HLI_male","HLI_female","LE_male","LE_female","lag_HDI","lag_HLI_female","lag_HLI_male","lag_LE_female","lag_LE_male","lag_HDI2","lag_HLI_female2","lag_HLI_male2","lag_LE_female2","lag_LE_male2","Division"
"318",1986,1.81442055009907,"Missouri",1.87893242534495,1.90319651010013,NA,63.7512865595112,72.2035396001592,71.03,78.39,NA,72.3182920762553,63.942108535903,78.26,71.02,NA,5229.93536882657,4088.5932440172,6124.6276,5043.8404,"Midwest"
"319",1987,1.82685586648863,"Missouri",1.87657843425678,1.88444524096254,NA,64.3727844842262,71.8328109866954,71.22,78.33,NA,72.2035396001592,63.7512865595112,78.39,71.03,NA,5213.35113079176,4064.22653799291,6144.9921,5045.2609,"Midwest"
"320",1988,1.88373040706287,"Missouri",1.92050477933126,1.89430228640022,NA,63.9313792942169,72.8120142540747,71.22,78.65,NA,71.8328109866954,64.3727844842262,78.33,71.22,NA,5159.95273425031,4143.85538225263,6135.5889,5072.2884,"Midwest"
"321",1989,1.94750588888227,"Missouri",1.96957673128246,1.92910004138719,NA,64.3624710882356,72.6491155165949,71.5,78.7,NA,72.8120142540747,63.9313792942169,78.65,71.22,NA,5301.58941973558,4087.22125846102,6185.8225,5072.2884,"Midwest"
"322",1990,2.00476752230152,"Missouri",2.01735731573341,1.98398988529981,0.866,64.5246064704294,72.9187741196221,71.65,78.81,NA,72.6491155165949,64.3624710882356,78.7,71.5,NA,5277.89398534355,4142.52768458397,6193.69,5112.25,"Midwest"
"323",1991,2.01304919019868,"Missouri",2.01348812125544,2.06337835630162,0.867,63.9414926237704,72.955776052895,71.5,78.88,0.866,72.9187741196221,64.5246064704294,78.81,71.65,0.749956,5317.14761910847,4163.42484016379,6211.0161,5133.7225,"Midwest"
"324",1992,1.96758743506512,"Missouri",1.95932865440057,2.12157280595045,0.871,65.0342567457105,73.6292626601218,71.79,79.12,0.867,72.955776052895,63.9414926237704,78.88,71.5,0.751689,5322.54525948017,4088.51447895568,6222.0544,5112.25,"Midwest"
"325",1993,1.94931110126302,"Missouri",1.9400934741547,2.23081194647821,0.875,64.9359469085204,73.2060339524734,71.58,78.69,0.871,73.6292626601218,65.0342567457105,79.12,71.79,0.758641,5421.26831987321,4229.45455046699,6259.9744,5153.8041,"Midwest"
"326",1994,1.91256224042425,"Missouri",1.9034525018781,2.22920189210551,0.878,65.2773264405899,73.2554543249954,71.74,78.63,0.875,73.2060339524734,64.9359469085204,78.69,71.58,0.765625,5359.12340705069,4216.67720090618,6192.1161,5123.6964,"Midwest"
"327",1995,1.9034681338644,"Missouri",1.89560937456395,2.16841711594519,0.879,65.7119207274023,73.6830758652578,71.87,78.71,0.878,73.2554543249954,65.2773264405899,78.63,71.74,0.770884,5366.36158836148,4261.12934723134,6182.6769,5146.6276,"Midwest"
"328",1996,1.92914414035138,"Missouri",1.92419476861585,2.11853703286235,0.881,66.2394443048263,73.6074594084028,72.52,78.68,0.879,73.6830758652578,65.7119207274023,78.71,71.87,0.772641,5429.19566896534,4318.05652568441,6195.2641,5165.2969,"Midwest"
"329",1997,1.93907917232527,"Missouri",1.93778130520058,2.06212909869855,0.883,66.5569166178563,73.6302399696432,72.64,78.78,0.881,73.6074594084028,66.2394443048263,78.68,72.52,0.776161,5418.05808055967,4387.66398181218,6190.5424,5259.1504,"Midwest"
"330",1998,1.97798995338093,"Missouri",1.97935566100254,2.0930263660858,0.886,66.8188370143884,73.3946870640294,72.89,78.61,0.883,73.6302399696432,66.5569166178563,78.78,72.64,0.779689,5421.41223798724,4429.82314967627,6206.2884,5276.5696,"Midwest"
"331",1999,1.98104229756879,"Missouri",1.98039831046909,2.12827017035944,0.882,66.6024839416651,73.6737657266407,72.81,78.62,0.886,73.3946870640294,66.8188370143884,78.61,72.89,0.784996,5386.78008922681,4464.7569799554,6179.5321,5312.9521,"Midwest"
"332",2000,2.00574486485037,"Missouri",2.00671850865621,2.20280346475373,0.884,67.4935189638138,73.587907866232,73.32,78.7,0.882,73.6737657266407,66.6024839416651,78.62,72.81,0.777924,5427.82375634394,4435.89086719976,6181.1044,5301.2961,"Midwest"
"333",2001,1.97858678390693,"Missouri",1.98394209599985,2.19378458281839,0.884,67.4620729732701,73.8411403547706,73.41,78.83,0.884,73.587907866232,67.4935189638138,78.7,73.32,0.781456,5415.18018412905,4555.37510211869,6193.69,5375.8224,"Midwest"
"334",2002,1.96790962560345,"Missouri",1.97975697648254,2.15949126024995,0.884,66.7733712217556,73.4224717052047,73.15,78.82,0.884,73.8411403547706,67.4620729732701,78.83,73.41,0.781456,5452.51400889294,4551.13128985082,6214.1689,5389.0281,"Midwest"
"335",2003,2.01047183384766,"Missouri",2.02566198707542,2.14524171302245,0.885,67.3046680319813,73.755222437347,73.59,78.8,0.884,73.4224717052047,66.7733712217556,78.82,73.15,0.781456,5390.85935130158,4458.68310431837,6212.5924,5350.9225,"Midwest"
"336",2004,2.01835076455036,"Missouri",2.03450156566018,2.15348238375907,0.888,68.0122550650216,73.9709937569244,73.97,79.24,0.885,73.755222437347,67.3046680319813,78.8,73.59,0.783225,5439.83283678253,4529.91833889521,6209.44,5415.4881,"Midwest"
"337",2005,1.993,"Missouri",NA,NA,0.889,67.7931788277724,74.2766407194687,73.87,79.32,0.888,73.9709937569244,68.0122550650216,79.24,73.97,0.788544,5471.70791738694,4625.66683902955,6278.9776,5471.5609,"Midwest"
"338",2006,2.065,"Missouri",NA,NA,0.892,67.9567857074301,74.1430945714686,74.07,79.31,0.889,74.2766407194687,67.7931788277724,79.32,73.87,0.790321,5517.01935656903,4595.91509557433,6291.6624,5456.7769,"Midwest"
"339",2007,2.0795,"Missouri",NA,NA,0.893,68.3975030225553,74.5371745901493,74.45,79.72,0.892,74.1430945714686,67.9567857074301,79.31,74.07,0.795664,5497.19847263373,4618.12472368558,6290.0761,5486.3649,"Midwest"
"340",2008,2.052,"Missouri",NA,NA,0.895,68.3833220478584,74.4140982147158,74.2,79.45,0.893,74.5371745901493,68.3975030225553,79.72,74.45,0.797449,5555.79039588241,4678.21841972046,6355.2784,5542.8025,"Midwest"
"341",2009,1.968,"Missouri",NA,NA,0.896,68.6024851979394,75.0236517215594,74.71,79.86,0.895,74.4140982147158,68.3833220478584,79.45,74.2,0.801025,5537.45801310936,4676.27873430111,6312.3025,5505.64,"Midwest"
"342",2010,1.941,"Missouri",NA,NA,0.899,69.1841852709611,75.2897121419973,74.87,79.9,0.896,75.0236517215594,68.6024851979394,79.86,74.71,0.802816,5628.54831763784,4706.30097533349,6377.6196,5581.5841,"Midwest"
"343",2011,1.915,"Missouri",NA,NA,0.9,69.1117281084343,75.5383375663149,74.89,80.01,0.899,75.2897121419973,69.1841852709611,79.9,74.87,0.808201,5668.54075442482,4786.45149160668,6384.01,5605.5169,"Midwest"
"344",2012,1.892,"Missouri",NA,NA,0.903,69.2347110874997,75.6190663060435,75,80.21,0.9,75.5383375663149,69.1117281084343,80.01,74.89,0.81,5706.04044228254,4776.43096213415,6401.6001,5608.5121,"Midwest"
"345",2013,1.8805,"Missouri",NA,NA,0.905,69.5415218744436,75.3065873268866,75.09,80.04,0.903,75.6190663060435,69.2347110874997,80.21,75,0.815409,5718.2431889978,4793.44521936955,6433.6441,5625,"Midwest"
"346",2014,1.874,"Missouri",NA,NA,0.906,69.5952788730242,75.5939362632182,75.02,80.1,0.905,75.3065873268866,69.5415218744436,80.04,75.09,0.819025,5671.082094822,4836.02326461372,6406.4016,5638.5081,"Midwest"
"347",2015,1.8635,"Missouri",NA,NA,0.907,68.9634534418773,75.192952508391,74.72,79.94,0.906,75.5939362632182,69.5952788730242,80.1,75.02,0.820836,5714.44319976749,4843.50284141401,6416.01,5628.0004,"Midwest"
"348",2016,1.859,"Missouri",NA,NA,0.909,68.5934078572489,75.5393535496798,74.64,80.07,0.907,75.192952508391,68.9634534418773,79.94,74.72,0.822649,5653.98010692915,4755.95791062998,6390.4036,5583.0784,"Midwest"
"349",2017,1.813,"Missouri",NA,NA,0.911,68.7449867287636,75.149370023991,74.42,79.93,0.909,75.5393535496798,68.5934078572489,80.07,74.64,0.826281,5706.19393470352,4705.0556014709,6411.2049,5571.1296,"Midwest"
"350",2018,1.8185,"Missouri",NA,NA,0.913,68.5512965836952,74.7927222277282,74.25,79.75,0.911,75.149370023991,68.7449867287636,79.93,74.42,0.829921,5647.42781500271,4725.87320033788,6388.8049,5538.3364,"Midwest"
"351",1969,2.44145021742095,"Nebraska",2.73305344399895,2.64807632973453,NA,59.52136045654,67.6920423670107,69.07,76.37,NA,67.4831392626522,58.6298073732139,76.14,68.78,NA,4553.97408474251,3437.45431262016,5797.2996,4730.6884,"Midwest"
"352",1970,2.41986665040559,"Nebraska",2.69682267145686,2.61364200705056,NA,58.0553880642794,67.4363372193259,68.7,76.59,NA,67.6920423670107,59.52136045654,76.37,69.07,NA,4582.21259981717,3542.79235059736,5832.3769,4770.6649,"Midwest"
"353",1971,2.31568361069902,"Nebraska",2.55512070548098,2.64439883159253,NA,59.0896164594658,68.2274373869161,68.84,76.95,NA,67.4363372193259,58.0553880642794,76.59,68.7,NA,4547.65957755864,3370.42808329408,5866.0281,4719.69,"Midwest"
"354",1972,2.05244149588723,"Nebraska",2.23882054071623,2.3864120348434,NA,59.904913985202,69.4621408593604,69.11,77.02,NA,68.2274373869161,59.0896164594658,76.95,68.84,NA,4654.98321238556,3491.58277332678,5921.3025,4738.9456,"Midwest"
"355",1973,1.92299327047991,"Nebraska",2.09208405611654,2.20194442073431,NA,59.8919287061126,69.9209508463051,69.58,77.42,NA,69.4621408593604,59.904913985202,77.02,69.11,NA,4824.98901276562,3588.59871957445,5932.0804,4776.1921,"Midwest"
"356",1974,1.93723658864161,"Nebraska",2.09817600812398,2.16486966163504,NA,61.1278009135637,69.1856041034459,70.1,77.2,NA,69.9209508463051,59.8919287061126,77.42,69.58,NA,4888.93936725141,3587.04312413807,5993.8564,4841.3764,"Midwest"
"357",1975,1.89058730310199,"Nebraska",2.04055169810044,2.08071975812819,NA,61.1969604833742,71.283982236246,70.14,78.21,NA,69.1856041034459,61.1278009135637,77.2,70.1,NA,4786.64781515875,3736.60804452827,5959.84,4914.01,"Midwest"
"358",1976,1.85884976639842,"Nebraska",1.99462935504815,2.03594042613669,NA,62.3934015679372,69.9283882145307,70.89,77.96,NA,71.283982236246,61.1969604833742,78.21,70.14,NA,5081.40612345744,3745.06797240366,6116.8041,4919.6196,"Midwest"
"359",1977,1.934451575082,"Nebraska",2.07075274206318,2.11269758865202,NA,62.8500978034922,71.3388831739202,70.98,78.8,NA,69.9283882145307,62.3934015679372,77.96,70.89,NA,4889.97947828211,3892.93655921787,6077.7616,5025.3921,"Midwest"
"360",1978,1.89553401294753,"Nebraska",2.0229034560117,2.04464273779744,NA,63.4694650831497,71.1913535401235,71.29,78.87,NA,71.3388831739202,62.8500978034922,78.8,70.98,NA,5089.23625250223,3950.13479390853,6209.44,5038.1604,"Midwest"
"361",1979,1.95061779371511,"Nebraska",2.07397056781843,2.08566334926187,NA,63.8618571445112,72.7471515375004,71.7,79.43,NA,71.1913535401235,63.4694650831497,78.87,71.29,NA,5068.20881887485,4028.37299794115,6220.4769,5082.2641,"Midwest"
"362",1980,2.0097452187413,"Nebraska",2.11709554439754,2.14238532032186,NA,64.200860400589,72.0415013982124,71.73,79.03,NA,72.7471515375004,63.8618571445112,79.43,71.7,NA,5292.14805682004,4078.33679794596,6309.1249,5140.89,"Midwest"
"363",1981,1.99298885137744,"Nebraska",2.090974600562,2.14546833555637,NA,64.7125189357507,73.6295328994838,71.83,79.52,NA,72.0415013982124,64.200860400589,79.03,71.73,NA,5189.97792370863,4121.75047617591,6245.7409,5145.1929,"Midwest"
"364",1982,1.98088266350527,"Nebraska",2.06103226560834,2.16807792387036,NA,66.0313936464002,73.0551701719187,72.56,79.35,NA,73.6295328994838,64.7125189357507,79.52,71.83,NA,5421.30811499616,4187.71010700989,6323.4304,5159.5489,"Midwest"
"365",1983,1.93818528238312,"Nebraska",2.00218763941674,2.1220919950067,NA,65.3856606593546,74.3253645568345,72.56,79.74,NA,73.0551701719187,66.0313936464002,79.35,72.56,NA,5337.057888848,4360.14494688586,6296.4225,5264.9536,"Midwest"
"366",1984,1.95435342575511,"Nebraska",1.99801698797458,2.13553513353812,NA,65.8553416620472,74.3611858264613,72.71,79.93,NA,74.3253645568345,65.3856606593546,79.74,72.56,NA,5524.25981650635,4275.28461986027,6358.4676,5264.9536,"Midwest"
"367",1985,1.94973897818552,"Nebraska",1.97720284474507,2.11782736055295,NA,66.0845770907821,74.505172006448,72.78,79.95,NA,74.3611858264613,65.8553416620472,79.93,72.71,NA,5529.58595751751,4336.92602542497,6388.8049,5286.7441,"Midwest"
"368",1986,1.90731059606387,"Nebraska",1.9182096410665,2.04548608592791,NA,66.1960841640652,73.679752310085,72.76,79.96,NA,74.505172006448,66.0845770907821,79.95,72.78,NA,5551.0206557104,4367.17132926752,6392.0025,5296.9284,"Midwest"
"369",1987,1.89671867080435,"Nebraska",1.89556497548223,2.00387519350308,NA,66.7836250434125,74.4139671376621,73.03,79.89,NA,73.679752310085,66.1960841640652,79.96,72.76,NA,5428.70590047547,4381.921558656,6393.6016,5294.0176,"Midwest"
"370",1988,1.93868164237948,"Nebraska",1.92623355100642,2.0243429829857,NA,66.4139061033496,74.4387712957011,73.22,79.8,NA,74.4139671376621,66.7836250434125,79.89,73.03,NA,5537.43850516505,4460.05257393912,6382.4121,5333.3809,"Midwest"
"371",1989,2.00030110158112,"Nebraska",1.97810746511393,2.07621637361969,NA,67.9178110492353,74.4466258014356,73.53,80.03,NA,74.4387712957011,66.4139061033496,79.8,73.22,NA,5541.13067201369,4410.80692390454,6368.04,5361.1684,"Midwest"
"372",1990,2.04341297304551,"Nebraska",2.00741941615001,2.15540628983193,0.886,67.2841169962175,74.8312672636526,73.46,80.28,NA,74.4466258014356,67.9178110492353,80.03,73.53,NA,5542.30009321898,4612.82905771963,6404.8009,5406.6609,"Midwest"
"373",1991,2.03052538921257,"Nebraska",1.98368342038235,2.22788084946843,0.887,68.1351025795113,74.9136132429742,73.95,80.27,0.886,74.8312672636526,67.2841169962175,80.28,73.46,0.784996,5599.7185602842,4527.15239996069,6444.8784,5396.3716,"Midwest"
"374",1992,1.99020363691636,"Nebraska",1.94099592140316,2.23502956179225,0.891,68.7372983530496,75.17265447647,74.4,80.39,0.887,74.9136132429742,68.1351025795113,80.27,73.95,0.786769,5612.04944911792,4642.39220352052,6443.2729,5468.6025,"Midwest"
"375",1993,1.98636034601175,"Nebraska",1.93302822446013,2.24892063209108,0.894,66.765591968401,75.0551219698489,73.7,80.52,0.891,75.17265447647,68.7372983530496,80.39,74.4,0.793881,5650.92798103875,4724.81618487616,6462.5521,5535.36,"Midwest"
"376",1994,1.98971846042973,"Nebraska",1.93520154012656,2.24540152582274,0.897,68.2876014937997,74.8692482430218,74.15,80.42,0.894,75.0551219698489,66.765591968401,80.52,73.7,0.799236,5633.2713339089,4457.64427089101,6483.4704,5431.69,"Midwest"
"377",1995,1.99824547475987,"Nebraska",1.93530822255661,2.23105424740323,0.898,68.625020234118,75.5880493775527,74.53,80.45,0.897,74.8692482430218,68.2876014937997,80.42,74.15,0.804609,5605.40433247522,4663.196517776,6467.3764,5498.2225,"Midwest"
"378",1996,2.00434496479093,"Nebraska",1.94010498857061,2.21586514871684,0.9,68.8119288483003,73.9363270709846,74.57,80.11,0.898,75.5880493775527,68.625020234118,80.45,74.53,0.806404,5713.55320870335,4709.3934021331,6472.2025,5554.7209,"Midwest"
"379",1997,2.01418513642092,"Nebraska",1.95086418358219,2.15889708857696,0.901,68.7027286398744,75.8426089611215,74.66,80.66,0.9,73.9363270709846,68.8119288483003,80.11,74.57,0.81,5466.58046074761,4735.08155182355,6417.6121,5560.6849,"Midwest"
"380",1998,2.03994405453329,"Nebraska",1.97073027310159,2.17114729433749,0.904,69.1133258498826,75.8938960550781,75.05,80.6,0.901,75.8426089611215,68.7027286398744,80.66,74.66,0.811801,5752.10133402958,4720.06492256421,6506.0356,5574.1156,"Midwest"
"381",1999,2.07544117274435,"Nebraska",2.00392882550832,2.19416123078305,0.898,69.4013109865333,75.6804927773622,74.98,80.35,0.904,75.8938960550781,69.1133258498826,80.6,75.05,0.817216,5759.883458419,4776.65181003206,6496.36,5632.5025,"Midwest"
"382",2000,2.14871342418413,"Nebraska",2.07428601436214,2.23715615144378,0.901,69.8258072611765,75.8352541465675,75.61,80.81,0.898,75.6804927773622,69.4013109865333,80.35,74.98,0.806404,5727.53698702437,4816.54196664951,6456.1225,5622.0004,"Midwest"
"383",2001,2.17446346118445,"Nebraska",2.10156670170256,2.26999931331174,0.902,70.211171962582,76.0971231021417,75.83,80.63,0.901,75.8352541465675,69.8258072611765,80.81,75.61,0.811801,5750.98577147448,4875.64335967497,6530.2561,5716.8721,"Midwest"
"384",2002,2.22068076897884,"Nebraska",2.15339846027532,2.36061056609667,0.903,69.3329557902491,75.9140386024221,75.3,80.42,0.902,76.0971231021417,70.211171962582,80.63,75.83,0.813604,5790.77214442251,4929.60866835925,6501.1969,5750.1889,"Midwest"
"385",2003,2.26394755003668,"Nebraska",2.19517483554264,2.43397928257111,0.905,71.2883663604784,76.1807066493983,76.06,80.68,0.903,75.9140386024221,69.3329557902491,80.42,75.3,0.815409,5762.94125693004,4807.05875861264,6467.3764,5670.09,"Midwest"
"386",2004,2.29262602190837,"Nebraska",2.22564987957187,2.46394127231716,0.908,71.1163662115155,76.5171196589642,76.49,81.36,0.905,76.1807066493983,71.2883663604784,80.68,76.06,0.819025,5803.50006560168,5082.0311783458,6509.2624,5785.1236,"Midwest"
"387",2005,2.1885,"Nebraska",NA,NA,0.909,71.4226809994383,77.1996804901665,76.48,81.29,0.908,76.5171196589642,71.1163662115155,81.36,76.49,0.824464,5854.86960090425,5057.53754313039,6619.4496,5850.7201,"Midwest"
"388",2006,2.2855,"Nebraska",NA,NA,0.913,71.390791950288,77.4816582698357,76.58,81.59,0.909,77.1996804901665,71.4226809994383,81.29,76.48,0.826281,5959.79066778379,5101.19936114753,6608.0641,5849.1904,"Midwest"
"389",2007,2.296,"Nebraska",NA,NA,0.916,71.3955161163573,76.1685727552615,76.73,81.18,0.913,77.4816582698357,71.390791950288,81.59,76.58,0.833569,6003.4073682436,5096.64517528931,6656.9281,5864.4964,"Midwest"
"390",2008,2.2935,"Nebraska",NA,NA,0.917,71.4033652264359,77.6448852042933,76.66,81.43,0.916,76.1685727552615,71.3955161163573,81.18,76.73,0.839056,5801.65147557356,5097.31972152103,6590.1924,5887.4929,"Midwest"
"391",2009,2.27,"Nebraska",NA,NA,0.92,72.6611044288999,77.4149884649074,77.43,81.71,0.917,77.6448852042933,71.4033652264359,81.43,76.66,0.840889,6028.72819838788,5098.44056565979,6630.8449,5876.7556,"Midwest"
"392",2010,2.144,"Nebraska",NA,NA,0.925,72.5930858660441,77.9327107986407,77.27,81.95,0.92,77.4149884649074,72.6611044288999,81.71,77.43,0.8464,5993.08043902175,5279.6360968275,6676.5241,5995.4049,"Midwest"
"393",2011,2.112,"Nebraska",NA,NA,0.928,72.7693669057241,77.425518441565,77.42,81.67,0.925,77.9327107986407,72.5930858660441,81.95,77.27,0.855625,6073.50741242457,5269.75611555485,6715.8025,5970.6529,"Midwest"
"394",2012,2.119,"Nebraska",NA,NA,0.929,72.8942959940273,77.8683183416045,77.33,81.84,0.928,77.425518441565,72.7693669057241,81.67,77.42,0.861184,5994.71090594512,5295.3807598599,6669.9889,5993.8564,"Midwest"
"395",2013,2.117,"Nebraska",NA,NA,0.931,72.2430819617302,78.4553502211446,77.51,81.93,0.929,77.8683183416045,72.8942959940273,81.84,77.33,0.863041,6063.47500134946,5313.57838846486,6697.7856,5979.9289,"Midwest"
"396",2014,2.162,"Nebraska",NA,NA,0.933,72.5426674944064,77.6258282503137,77.18,81.87,0.931,78.4553502211446,72.2430819617302,81.93,77.51,0.866761,6155.24197832245,5219.06289132927,6712.5249,6007.8001,"Midwest"
"397",2015,2.1515,"Nebraska",NA,NA,0.933,71.6627099581727,77.5686868972431,77.03,81.47,0.933,77.6258282503137,72.5426674944064,81.87,77.18,0.870489,6025.76921154719,5262.43860720401,6702.6969,5956.7524,"Midwest"
"398",2016,2.1365,"Nebraska",NA,NA,0.934,73.0437879592524,76.5335230705339,77.66,81.63,0.933,77.5686868972431,71.6627099581727,81.47,77.03,0.870489,6016.90118696253,5135.54399854918,6637.3609,5933.6209,"Midwest"
"399",2017,2.0615,"Nebraska",NA,NA,0.937,71.937994326456,77.8966871466672,77.03,81.79,0.934,76.5335230705339,73.0437879592524,81.63,77.66,0.872356,5857.38015358794,5335.39495943622,6663.4569,6031.0756,"Midwest"
"400",2018,2.031,"Nebraska",NA,NA,0.939,72.0577545885831,77.4649986952208,77.16,81.77,0.937,77.8966871466672,71.937994326456,81.79,77.03,0.877969,6067.89386842574,5175.07502771321,6689.6041,5933.6209,"Midwest"
"401",1969,2.7660436382215,"North Dakota",2.93098275449274,2.99409630141845,NA,59.0636793692389,68.6355868776189,68.92,76.95,NA,68.2008145763179,60.2255825632258,76.61,69.48,NA,4651.35110887329,3627.12079507993,5869.0921,4827.4704,"Midwest"
"402",1970,2.64645689330325,"North Dakota",2.7859059295674,2.86295626939757,NA,60.78592299722,69.5679672116513,69.52,77.11,NA,68.6355868776189,59.0636793692389,76.95,68.92,NA,4710.84378603517,3488.51822063226,5921.3025,4749.9664,"Midwest"
"403",1971,2.3899224119623,"North Dakota",2.48819475284172,2.64581682196904,NA,60.8721544216617,69.15703489185,69.46,77.45,NA,69.5679672116513,60.78592299722,77.11,69.52,NA,4839.70206196139,3694.92843462396,5945.9521,4833.0304,"Midwest"
"404",1972,2.2266269162959,"North Dakota",2.30540529839706,2.52649968616782,NA,61.7015465910955,69.7466943063688,70.28,77.15,NA,69.15703489185,60.8721544216617,77.45,69.46,NA,4782.69547503256,3705.41918393463,5998.5025,4824.6916,"Midwest"
"405",1973,2.0544961944971,"North Dakota",2.1257288048392,2.35421058139647,NA,60.8791436408362,68.9362694038164,69.77,77.31,NA,69.7466943063688,61.7015465910955,77.15,70.28,NA,4864.60136666605,3807.08085173313,5952.1225,4939.2784,"Midwest"
"406",1974,2.0264319119439,"North Dakota",2.09118428236825,2.32399974804141,NA,59.7511518058961,69.6657696275962,69.63,77.75,NA,68.9362694038164,60.8791436408362,77.31,69.77,NA,4752.20923931556,3706.27013044157,5976.8361,4867.8529,"Midwest"
"407",1975,2.06045455993314,"North Dakota",2.11678273264486,2.2785572662577,NA,61.0131746373095,71.3670059636799,70.28,78.82,NA,69.6657696275962,59.7511518058961,77.75,69.63,NA,4853.31945780531,3570.20014213124,6045.0625,4848.3369,"Midwest"
"408",1976,2.0236160002885,"North Dakota",2.07559665953528,2.22810537406998,NA,62.511961755176,71.2981049338425,71.14,78.58,NA,71.3670059636799,61.0131746373095,78.82,70.28,NA,5093.24954021992,3722.60747932283,6212.5924,4939.2784,"Midwest"
"409",1977,2.09652027139803,"North Dakota",2.14498902251025,2.28002209246835,NA,62.6330984466287,72.4826385654529,71.76,79.61,NA,71.2981049338425,62.511961755176,78.58,71.14,NA,5083.41976715722,3907.74536248059,6174.8164,5060.8996,"Midwest"
"410",1978,2.03929042193506,"North Dakota",2.07249722447529,2.18142422332857,NA,62.8886185075232,70.8865469614438,71.29,78.69,NA,72.4826385654529,62.6330984466287,79.61,71.76,NA,5253.73289341008,3922.90502102508,6337.7521,5149.4976,"Midwest"
"411",1979,2.08417191253205,"North Dakota",2.11419471266027,2.20766511935591,NA,64.004211277448,73.3883107069823,72.16,79.81,NA,70.8865469614438,62.8886185075232,78.69,71.29,NA,5024.90254011697,3954.97833778479,6192.1161,5082.2641,"Midwest"
"412",1980,2.08343634353749,"North Dakota",2.10347625979211,2.18893354817055,NA,63.6311344794467,73.6357451493837,71.91,79.7,NA,73.3883107069823,64.004211277448,79.81,72.16,NA,5385.84414842458,4096.5390612482,6369.6361,5207.0656,"Midwest"
"413",1981,2.11208183704319,"North Dakota",2.12398412643708,2.27134665915515,NA,64.4775015861023,73.4308636922498,72.44,79.87,NA,73.6357451493837,63.6311344794467,79.7,71.91,NA,5422.22296370498,4048.92127514143,6352.09,5171.0481,"Midwest"
"414",1982,2.13377590453198,"North Dakota",2.11751388481735,2.29377410189744,NA,65.5831509456221,74.4642112815913,73.08,80.47,NA,73.4308636922498,64.4775015861023,79.87,72.44,NA,5392.09174258977,4157.34821078583,6379.2169,5247.5536,"Midwest"
"415",1983,2.09349717044054,"North Dakota",2.06844914834145,2.29165367716835,NA,67.1578888928508,75.0502495043988,73.6,80.17,NA,74.4642112815913,65.5831509456221,80.47,73.08,NA,5544.91876178946,4301.14968795625,6475.4209,5340.6864,"Midwest"
"416",1984,2.02675915663653,"North Dakota",1.9781136472436,2.26515610203095,NA,66.6076661540207,75.8329156511579,73.11,80.79,NA,75.0502495043988,67.1578888928508,80.17,73.6,NA,5632.53995067251,4510.18204054449,6427.2289,5416.96,"Midwest"
"417",1985,2.06676530479473,"North Dakota",2.0053553439353,2.31269120199981,NA,67.2645988685159,75.768966250588,73.53,80.83,NA,75.8329156511579,66.6076661540207,80.79,73.11,NA,5750.63109615563,4436.58119048547,6527.0241,5345.0721,"Midwest"
"418",1986,1.97255814007647,"North Dakota",1.89897455298135,2.18544018869212,NA,68.7397135078311,75.820339809692,74.52,81.42,NA,75.768966250588,67.2645988685159,80.83,73.53,NA,5740.93624668274,4524.52626094236,6533.4889,5406.6609,"Midwest"
"419",1987,1.94269496923069,"North Dakota",1.86265940573032,2.16425207008655,NA,67.145023074056,75.9137597256921,73.69,81.3,NA,75.820339809692,68.7397135078311,81.42,74.52,NA,5748.72392885716,4725.1482131387,6629.2164,5553.2304,"Midwest"
"420",1988,1.97691568835282,"North Dakota",1.88352451011288,2.21646402582606,NA,65.7151702672649,75.8477209190201,73.63,80.89,NA,75.9137597256921,67.145023074056,81.3,73.69,NA,5762.89891569011,4508.45412361552,6609.69,5430.2161,"Midwest"
"421",1989,1.94134055129903,"North Dakota",1.84302806278087,2.09823461193157,NA,68.5399124058502,75.6233381113721,74.39,81.18,NA,75.8477209190201,65.7151702672649,80.89,73.63,NA,5752.87676860956,4318.48360325562,6543.1921,5421.3769,"Midwest"
"422",1990,1.93421724978284,"North Dakota",1.82659712282474,2.02175124345508,0.87,68.5615867428808,75.1082419653543,74.26,80.82,NA,75.6233381113721,68.5399124058502,81.18,74.39,NA,5718.8892671069,4697.71959260161,6590.1924,5533.8721,"Midwest"
"423",1991,1.90839877935824,"North Dakota",1.78478849188236,2.00646723815765,0.871,68.6454133884822,75.7113725105232,74.56,81.2,0.87,75.1082419653543,68.5615867428808,80.82,74.26,0.7569,5641.24801112621,4700.69117670157,6531.8724,5514.5476,"Midwest"
"424",1992,1.92011879503977,"North Dakota",1.79417554001304,2.15680634696651,0.875,68.8514848458641,75.794637819826,74.59,81.38,0.871,75.7113725105232,68.6454133884822,81.2,74.56,0.758641,5732.2119274272,4712.19277927562,6593.44,5559.1936,"Midwest"
"425",1993,1.91870843164632,"North Dakota",1.78427637822586,2.20614243226088,0.879,68.2484689138372,76.6291162188116,74.62,81.33,0.875,75.794637819826,68.8514848458641,81.38,74.59,0.765625,5744.8271222386,4740.52696548026,6622.7044,5563.6681,"Midwest"
"426",1994,1.91579546629606,"North Dakota",1.77767386141371,2.20240196592699,0.882,68.5250117843802,76.5738406396236,74.62,81.17,0.879,76.6291162188116,68.2484689138372,81.33,74.62,0.772641,5872.02145247613,4657.853509083,6614.5689,5568.1444,"Midwest"
